genome clade
G001303065 9
G001447805 9
G000024725 9
G001901525 9
G001276605 9
G900092645 9
G000702325 9
G000478585 9
G001873715 9
G000526715 9
G000401515 9
G001932775 9
G001514395 9
G000257395 9
G001302865 9
G001801985 9
G001467055 9
G000428785 9
G000620925 9
G000160435 9
G000227765 9
G000384355 9
G001464125 9
G001424665 9
G000619905 9
G900103145 9
G900100485 9
G900107335 9
G900107265 9
G900114305 9
G000621025 9
G000612685 9
G001433395 9
G000622895 9
G000016345 9
G000019745 9
G001830325 9
G000973625 9
G000272025 9
G000767615 9
G001017435 9
G000381125 9
G000477435 9
G001629495 9
G000711955 9
G000420645 9
G000271305 9
G000953855 9
G000014785 9
G000015585 9
G000374645 9
G001723675 9
G001802535 9
G001801945 9
G001801725 9
G900102855 9
G002020875 9
G000012805 9
G000143085 9
G000767155 9
G000156355 9
G000349205 9
G000421465 9
G001566965 9
G001312345 9
G900094635 9
G001276625 9
G002020805 9
G000168735 9
G000801295 9
G000828615 9
G002020385 9
G000711305 9
G000012605 9
G000696325 9
G000711315 9
G000764075 9
G000297215 9
G001932735 9
G000300295 9
G000019285 9
G001753795 9
G001881495 9
G001881485 9
G001801465 9
G001644445 9
G001801285 9
G001801345 9
G000512355 9
G001467825 9
G001467785 9
G001037925 9
G000335715 9
G001515305 9
G000190695 9
G001027865 9
G000194925 9
G000818035 9
G001592185 9
G000378225 9
G000515275 9
G900114745 9
G900111165 9
G000219585 9
G001464045 9
G000175095 9
G000373745 9
G000308195 9
G000382185 9
G000970345 9
G001447195 9
G000019785 9
G000807215 9
G000496475 9
G000374625 9
G001629445 9
G001629395 9
G900113085 9
G000761445 9
G000429065 9
G000319575 9
G000371925 9
G000380185 9
G000260135 9
G000227725 9
G000170715 9
G001640045 9
G001802575 9
G001801885 9
G000260965 9
G000934725 9
G001044195 9
G001276615 9
G000228725 9
G000327045 9
G001007875 9
G000428045 9
G001709035 9
G000756435 9
G001932595 9
G001932815 9
G000262205 9
G001608445 9
G001801575 9
G001797285 9
G001802505 9
G000711885 9
G001458475 9
G000745955 9
G001308005 9
G900086555 9
G000186165 9
G900106545 9
G001007935 9
G900111605 9
G900110145 9
G900111055 9
G000759065 9
G000209655 9
G900129885 9
G001412595 9
G001424165 9
G000344615 9
G000723165 9
G000312045 9
G001281465 9
G000009125 9
G000015725 9
G000828915 9
G000828895 9
G000723405 9
G001713375 9
G000474945 9
G000426685 9
G000420545 9
G000485905 9
G001715285 9
G000621325 9
G900107695 9
G000227685 9
G000321415 9
G000377785 9
G001720165 9
G000260985 9
G000008325 9
G000427385 9
G000733935 9
G001469165 9
G000495615 9
G000379525 9
G001708985 9
G002021315 9
G002020605 9
G001534725 9
G000505725 9
G001042545 9
G000742095 9
G001801405 9
G001801785 9
G001801315 9
G001801305 9
G001801625 9
G001467975 9
G001467505 9
G001468165 9
G000621525 9
G000308315 9
G001020585 9
G000812585 9
G001063255 9
G900105875 9
G001455205 9
G001808335 9
G000372065 9
G000067205 9
G001941825 9
G000745265 9
G000427785 9
G001191005 9
G000425385 9
G900114705 9
G000818395 9
G001428545 9
G000195205 9
G000441555 9
G000069785 9
G000196015 9
G000020205 9
G000227585 9
G000775775 9
G000198775 9
G001293525 9
G000333615 9
G001262075 9
G000422885 9
G000964085 9
G000242255 9
G000426365 9
G000423885 9
G000770795 9
G001431405 9
G001556105 9
G000378965 9
G000021985 9
G900156225 9
G000385215 9
G000214665 9
G000968535 9
G000341735 9
G000224005 9
G001708965 9
G001708955 9
G002020915 9
G001029935 9
G001801665 9
G000017105 9
G000007765 9
G001077715 9
G000815025 9
G001801815 9
G001801375 9
G001468125 9
G001467615 9
G000756815 9
G001899505 9
G000953135 9
G001468085 9
G000173895 9
G001457475 9
G001571365 9
G900078695 9
G000195715 9
G000382345 9
G001866515 9
G000335815 9
G000383895 9
G000013625 9
G001464355 9
G001584185 9
G000953875 9
G000954135 9
G001425865 9
G001483865 9
G001598255 9
G001477625 9
G001427705 9
G000800155 9
G001887595 9
G001182895 9
G000747155 9
G000422305 9
G000972865 9
G000233915 9
G000633935 9
G000225005 9
G000381825 9
G000785705 9
G001312005 9
G000190755 9
G000223985 9
G000787395 9
G001932875 9
G001801485 9
G001801495 9
G001802455 9
G001802445 9
G001801755 9
G000953635 9
G001467025 9
G000622185 9
G001465875 9
G000162755 9
G000176095 9
G000091785 9
G000373765 9
G000770585 9
G000196295 9
G000612485 9
G001078275 9
G000318015 9
G000317935 9
G000959725 9
G000373005 9
G001425785 9
G000969605 9
G000430725 9
G000244995 9
G001270065 9
G001412575 9
G000381265 9
G001421705 9
G001641285 9
G000743535 9
G000747075 9
G000472505 9
G000423325 9
G000426005 9
G000513955 9
G000185965 9
G000745395 9
G001020955 9
G000427625 9
G000383855 9
G000496735 9
G000372865 9
G000227745 9
G002021195 9
G002021265 9
G002021035 9
G002020845 9
G002021005 9
G002021855 9
G000524575 9
G001412545 9
G000154145 9
G001696945 9
G001801915 9
G001467585 9
G001467895 9
G001467745 9
G000953655 9
G001467765 9
G001648675 9
G001468035 9
G000701265 9
G001467035 9
G000423305 9
G001467535 9
G001583575 9
G000006845 9
G000008805 9
G001040945 9
G001189915 9
G001424785 9
G000799305 9
G000284255 9
G000211835 9
G000768335 9
G001431525 9
G000384075 9
G000963695 9
G000527095 9
G000733855 9
G000025485 9
G002020935 9
G002021105 9
G002021025 9
G001932835 9
G001932895 9
G000014605 9
G000011405 9
G001574635 9
G000478845 9
G000170295 9
G000153845 9
G001801425 9
G001801605 9
G000236145 9
G000236165 9
G001189955 9
G001571165 9
G001189965 9
G001267925 9
G001411495 9
G000959245 9
G000011545 9
G000011705 9
G000698575 9
G001295905 9
G001295865 9
G001044395 9
G000688255 9
G900111115 9
G000410635 9
G000620485 9
G000632805 9
G001306995 9
G001014645 9
G001482195 9
G000559025 9
G000855665 9
G000768345 9
G001427225 9
G000768355 9
G001429315 9
G001021935 9
G000815185 9
G001431645 9
G000224065 9
G000585215 9
G002021255 9
G002021115 9
G002021235 9
G002021175 9
G002020995 9
G002020715 9
G002020745 9
G002020965 9
G001932915 9
G000756415 9
G001932935 9
G001611815 9
G900053355 9
G900048935 9
G000698595 9
G000020045 9
G000739795 9
G000785435 9
G001955715 9
G000013865 9
G000215705 9
G001422445 9
G001422405 9
G001424265 9
G000176855 9
G001298675 9
G000739995 9
G000484635 9
G001428405 9
G000264335 9
G000264315 9
G001442515 9
G001700965 9
G000661955 9
G002020795 9
G002021075 9
G002020725 9
G001932855 9
G001746795 9
G000313385 9
G001574605 9
G001574785 9
G001544555 9
G001190015 9
G001865575 9
G000013645 9
G000013605 9
G001771035 9
G000688115 9
G000015505 9
G000426125 9
G001424545 9
G000745855 9
G001476815 9
G000620225 9
G000184745 9
G000193225 9
G000015565 9
G001428645 9
G001294445 9
G000935165 9
G000739375 9
G000282995 9
G000230695 9
G001617355 9
G001442785 9
G001442535 9
G001314305 9
G001431505 9
G001431535 9
G000072485 9
G000576405 9
G000006725 9
G000401255 9
G002020775 9
G002020685 9
G000017785 9
G000681495 9
G002002625 9
G001601215 9
G001601235 9
G001714725 9
G000204195 9
G000018665 9
G000429845 9
G000204645 9
G000007145 9
G001574495 9
G001574835 9
G001696925 9
G900060365 9
G001582735 9
G001600985 9
G900065905 9
G001310795 9
G000022305 9
G001705565 9
G001908775 9
G001574755 9
G001574565 9
G001574585 9
G900070165 9
G001582545 9
G900057755 9
G001601155 9
G900061715 9
G001574475 9
G001696955 9
G001574675 9
G001574905 9
G001574935 9
G001574885 9
G001696935 9
G001574695 9
G000168775 9
G001574775 9
G900059955 9
G900061575 9
G001601175 9
G900057625 9
G900063815 9
G900061645 9
G900061635 9
G900061675 9
G900061655 9
G001574705 9
G000833335 9
G000009245 9
G001574655 9
G001574735 9
G001574865 9
G001574945 9
G001652665 9
G900064345 9
G900054435 9
G001677115 9
G900073035 9
G900051025 9
G900053745 9
G001574795 9
G001574485 9
G900061695 9
G900061665 9
G900063805 9
G001989475 9
G001969405 9
G001652645 9
G001652685 9
G900061685 9
G900061725 9
G900061705 9
